ID,CLASS,QUESTION,LEMMA,ANSWER,TAGSET
75,이중전공,"이중전공 너무 고민됩니다ㅠㅠ 본전공은 영어대이고, 고시 준비를 하겠다 외교쪽으로 가겠다 등 대략적인 방향만이라도 정해져있으면 고르겠는데 저는 몇 해 전부터 꿈이 없어져서 전혀 제가 뭘 하고 싶은지 아직 모르거든요ㅠㅠㅠ그나마 좁힌 게 고시 준비와 대기업 준비는 안할 가능성이 높다 정도인 것 같네요.. 통역 쪽 생각도 하고는 있지만 이것도 마음을 굳힌 게 아니라서요.. 쓰면서도 스스로 답답하네요.제가 이중 신청을 안하고 미뤘다가 변경 때 신청할거라서 들어보고 안 맞으면 다른 과로 변경신청할 수도 없고ㅠ 더 걱정이 많은 것 같아요이중으로 언어를 하나 더 하고 싶은 마음은 드는데 메이저인 중국어에 관심이 있고 원래 좋아하던 언어지만 워낙 잘하는 분들이 많아 조심스럽네요ㅠㅠ(저는 초보자 수준이라..)아예 아랍어 같은 소수언어를 하는 게 나을까라는 고민도 됩니다. 솔직하게 조언해주세요ㅠㅠ","이중전공 너무 고민 되 ㅂ니다 ㅠㅠ 본 전공 은 영어 대 이 고 , 고시 준비 를 하 겠 다 외교 쪽 으로 가 겠 다 등 대략 적 이 ㄴ 방향 만 이 라도 정해지 어 있 으면 고르 겠 는데 저 는 몇 해 전 부터 꿈 이 없 어 지 어서 전혀 제 가 뭐 ㄹ 하 고 싶 은지 아직 모르 거든요 ㅠㅠㅠ 그나마 좁히 ㄴ 것 이 고 시 준비 와 대기업 준비 는 안 하 ㄹ 가능 성 이 높 다 정도 이 ㄴ 것 같 네요 .. 통역 쪽 생각 도 하 고 는 있 지만 이것 도 마음 을 굳히 ㄴ 게 아니 라서 요 .. 쓰 면서 도 스스로 답답 하 네요 . 제 가 이중 신청 을 안 하 고 미루 었 다가 변경 때 신청 하 ㄹ 거 이 라서 듣 어 보 고 안 맞 으면 다른 과 로 변경 신청 하 ㄹ 수 도 없 고 ㅠ 더 걱정 이 많 은 것 같 어요 이중 으로 언어 를 하나 더 하 고 싶 은 마음 은 들 는데 메이저 이 ㄴ 중국어 에 관심 이 있 고 원래 좋아하 던 언어 이 지만 워낙 잘 하 는 분 들 이 많 어 조심 스럽 네요 ㅠㅠ ( 저 는 초보자 수준 이 라 .. ) 아예 아랍어 같 은 소수언어 를 하 는 것 이 나 을까 이 라는 고민 도 되 ㅂ니다 . 솔직 하 게 조언 하 어 주 시 어요 ㅠㅠ",,
76,부전공,부전공 해놓고 나중에 이중으로 올리려면 성적이 잘나와야하는거지 ?? 무슨 기준으로 올려주는거야 ??,부전공 하 어 놓 고 나중 에 이중 으로 올리 려면 성적 이 잘 나오 어야 하 는 거 이 지 ?? 무슨 기준 으로 올리 어 주 는 거 이 야 ??,,
77,이중전공,글캠->설캠 이중전공 가능한 학과중에 평점평균만 보는 과 어디어디 있나요?,글 캠 - > 설 캠 이중전공 가능 하 ㄴ 학과 중 에 평점 평균 만 보 는 과 어디 어디 있 나요 ?,,
78,이중전공,이중전공 행정이랑 경제중에 어디가 더 빡센가요,이중전공 행정 이랑 경제 중 에 어디 가 더 빡세 ㄴ가 요,,
79,이중전공,1학년 2학기 휴학하신 분 질문 좀 받아주세요아니면 이중전공이나 전과 관련 안내사항 어디서 봐야하는 지 가르쳐주세요!! 찾아봐도 안나오네요ㅠㅠ,1 학년 2 학기 휴학 하 시 ㄴ 분 질문 좀 받 어 주 시 어요 아니면 이중전공 이나 전 과 관련 안내 사항 어디 서 보 어야 하 는 지 가르치 어 주 시 어요 !! 찾아보 어도 안 나오 네요 ㅠㅠ,,
80,이중전공,"본전공 서양어대고 해외영업 생각중입니다.이중전공 미컴 vs 국통 vs 경영 어떤 게 좋을까요? 개인적으로 수학에 흥미는 없지만... 못하는 건 아니에요.커리에 따른 적성은 미컴에  가장 가깝습니다. 하지만 1전공이 제가 원하던 거라, 이중은 원하지 않는 걸 해도 괜찮다고 생각해요.","본 전공 서양어 대 고 해외 영업 생각 중 이 ㅂ니다 . 이중전공 미 컴 vs 국 통 vs 경영 어떤 게 좋 을까요 ? 개인 적 으로 수학 에 흥미 는 없 지만 ... 못 하 는 거 ㄴ 아니 에요 . 커리 에 따르 ㄴ 적성 은 미컴 에 가장 가깝 습니다 . 하지만 1 전공 이 제 가 원하 던 거라 , 이 중 은 원하 지 않 는 거 ㄹ 하 어도 괜찮 다고 생각 하 어요 .",,
81,이중전공,"(글캠) 이중전공 변경할까 싶은데 조언부탁드립니다ㅠ본전공은 소수어과이고이제 3학년1학기 이수했고 (휴학함)현재 이중 = **영어통번역** 근데 중통으로 이중변경할까 고민중이예요이중학점 이미 42중에서 14학점 들어놨고 지금까지 영통 이중전공수업은 한과목빼고 다 A+받긴 했어요이제와서 이중변경을 고민하는 이유가... 영통 이중하는 의미를 못찾겠어서..ㅠㅠ이미 영어는 잘하는데 굳이 이걸로 이중을 떼워야하나 싶고 현타가 와가지고...중통으로 바꾸고싶은 이유는일단 내가 중국어에 관심이 많고 공부를 계속하고싶은 마음이 있는게 가장 첫번째이고,또 이걸 취준할때 살리고싶은 생각이 많아서..HSK를 따도 5급말고 6급까지 따서 그걸 써먹고싶은데 (취준이든 중드를보든 실생활이든) 내가 이중전공을 중통으로 하면 앞으로 학교를 다니면서도 계속 중국어공부를 할수있고 따로 혼자 hsk를 공부하는거보다 훨 수월할거같단 생각이 들더라구요물론 영통을 계속 이중으로 하면 남은 이수학점이 24학점밖에 안남는데다가 남은 학점도 잘 딴다는 보장은 있지만....중통은 그 보장은 못해도 일단 나중에 도움될거같긴해요하지만 문제는 내 본전공 언어랑 중국어가 대체 무슨 관련이 있나 싶기도하고..ㅋㅋㅋ큐ㅠㅠ조언부탁드려요ㅠㅠㅠㅠ요즘 진짜고민이라...","( 글 캠 ) 이중전공 변경 하 ㄹ까 싶 은데 조언 부탁 드리 ㅂ니다 ㅠ 본 전공 은 소수어과이고 이 제 3 학년 1 학기 이수 하 었 고 ( 휴학 함 ) 현재 이 중 = ** 영어 통 번역 ** 근데 중통 으로 이 중 변경 하 ㄹ까 고민 중이 이 에요 이 중 학점 이미 42 중 에서 14 학점 들어놨고 지금 까지 영통 이중전공 수업 은 한 과목 빼 고 다 A+ 받 기 ㄴ 하 었 어요 이제 오 어서 이중 변경 을 고민 하 는 이유 가 ... 영통 이 중 하 는 의미 를 못 찾 겠 어서 .. ㅠㅠ 이미 영어 는 잘 하 는데 굳이 이거 ㄹ로 이중 을 떼워야 하 나 싶 고 현타 가 오 어 가지 고 ... 중통 으로 바꾸 고 싶 은 이유 는 일단 내 가 중국어 에 관심 이 많 고 공부 를 계속 하 고 싶 은 마음 이 있 는 것 이 가장 첫 번째 이 고 , 또 이거 ㄹ 취준 하 ㄹ 때 살리 고 싶 은 생각 이 많 어서 .. HSK 를 따 어도 5 급 말 고 6 급 까지 따 어서 그거 ㄹ 쓰 어 먹 고 싶 은데 ( 취준 이 든 중드를보 든 실생활 이 든 ) 내 가 이중전공 을 중통 으로 하면 앞으로 학교 를 다니 면서 도 계속 중국어 공부 를 하 ㄹ 수 있 고 따로 혼자 hsk 를 공부 하 는 거 보다 훨 수월 하 ㄹ 거 같 단 생각 이 들 더라구요 물론 영통 을 계속 이중 으로 하면 남은 이수 학점 이 24 학점 밖에 안 남 는 데 다가 남은 학점 도 잘 따 ㄴ다는 보장 은 있 지만 .... 중통 은 그 보장 은 못 하 어도 일단 나중 에 도움 되 ㄹ 거 같 기 ㄴ 하 어요 하지만 문제 는 나 의 본 전공 언어 랑 중국어 가 대체 무슨 관련 이 있 나 싶 기 도 하 고 .. ㅋㅋㅋ 큐 ㅠㅠ 조언 부탁 드리 어요 ㅠㅠㅠㅠ 요즘 진짜 고민 이 라 ...",,
82,부전공,안녕하세요 1학년 입니다.2학년때 부전공 선택해서 3학년때 이중으로 올리려고하는데 이중 올릴때 1학년때 34학점 들어야하나요?,안녕하세요 1 학년 이 ㅂ니다 . 2 학년 때 부전공 선택 하 어서 3 학년 때 이중 으로 올리 려고 하 는데 이 중 올리 ㄹ 때 1 학년 때 34 학점 듣 어야 하 나요 ?,,
83,이중전공,부전공을 이중전공으로 올리는거는 매년있나요?,부전공 을 이중전공 으로 올리 는 거 는 매년 있 나요 ?,,
84,이중전공,학과마다 이중전공 선택시 필요사항 같은건 어디 적혀있어요? 예를 들어 토플 점수가 필요하다던가 이런거요!!,학과 마다 이중전공 선택 시 필요 사항 같 은 거 ㄴ 어디 적히 어 있 어요 ? 예 를 들 어 토플 점수 가 필요 하 다던가 이런 거 이 오 !!,,
85,전공심화,국통이중관련 고민입니다ㅠㅠ 이번학기 처음으로 이중 수업 들어보고 있는데 principles of economics를 수강하고 있습니다. 경원론은 국통커리 1학년에 해당하는 과목인데 저한테는 이것도 너무 어렵게 느껴집니다...다들 취업할때 상경계열 학사가 있어야 한다고 해서 국통을 택하기는 했는데 너무 어렵게 느껴지다보니 이중을 포기하고 전공심화를 택해야하나라는 고민을 하게 되었습니다 어렵지만 억지로 끌고가서 낮은학점+상경학사가 더 나은걸까요 전공심화로 단일전공이지만 높은학점을 얻는게 취업에 더 나을까요,국 통 이중 관련 고민 이 ㅂ니다 ㅠㅠ 이번 학기 처음 으로 이 중 수업 듣 어 보 고 있 는데 principles of economics 를 수강 하 고 있 습니다 . 경원 론 은 국통 커리 1 학년 에 해당 하 는 과목 이 ㄴ데 저 한테 는 이것 도 너무 어렵 게 느끼 어 지 ㅂ니다 ... 다 들 취업 하 ㄹ 때 상경 계열 학사 가 있 어야 하 ㄴ다고 하 어서 국 통 을 택하 기 는 하 었 는데 너무 어렵 게 느끼 어 지 다 보 니 이 중 을 포기 하 고 전공심화 를 택하 어야 하나 이 라는 고민 을 하 게 되 었 습니다 어렵 지만 억지로 끌 고 가 어서 낮 은 학점 + 상경 학사 가 더 낫 은 걸까요 전공심화 로 단일 전공 이 지만 높 은 학점 을 얻 는 것 이 취업 에 더 낫 을까요,,
86,이중전공,경제학과를 전공하고자 하는데 제가 1학기 학점이 많이 안좋습니다. 그래서 시험으로 만회할 수 있고 성격도 비슷한 거 같은 국제통상학과를 쓴 다음에 붙고 나서 후에 경제학과로 이중전공변경을 하려는데 이렇게 하는게 낫나요? 아니면 경제학과를 부전공으로 한 후에 나중에 이중전공변경을 경제학과로 하는 게 낫나요?,경제학 과 를 전공 하 고자 하 는데 제가 1 학기 학점 이 많이 안 좋 습니다 . 그래서 시험 으로 만회 하 ㄹ 수 있 고 성격 도 비슷 하 ㄴ 거 같 은 국제 통상 학과 를 쓰 ㄴ 다음 에 붙 고 나 어서 후에 경제학 과 로 이중전공 변경 을 하 려는데 이렇게 하 는 것 이 낫 나요 ? 아니면 경제학 과 를 부전공 으로 하 ㄴ 후 에 나중 에 이중전공 변경 을 경제학 과 로 하 는 것 이 낫 나요 ?,,
87,이중전공,국제통상 이중전공배정 시험 난이도는 어떤편인가요?,국제 통상 이중전공 배정 시험 난이도 는 어떤 편 이 ㄴ가요 ?,,
88,이중전공,정치외교 이중전공하고싶은데 학점 3.2거든요ㅠㅠㅜㅜ 2학기때 열심히하면 이중전공으로 할수있을까요ㅜ,정치 외교 이중전공 하 고 싶 은데 학점 3 . 2 거든요 ㅠㅠㅜㅜ 2 학기 때 열심히 하 면 이중전공 으로 하 ㄹ 수 있 을까요 ㅜ,,
89,이중전공,이중전공으로 국통이나 경제하고 싶은데 학점도 중요하겠지만 이수학점이 높을수록 유리한가요?,이중전공 으로 국 통 이나 경제 하 고 싶 은데 학점 도 중요 하 겠 지만 이수 학점 이 높 을수록 유리 하 ㄴ가요 ?,,
90,이중전공,국통에서 경제로 이중전공 변경하면 Principles of Economics 랑 Statistics 경제학점으로 인정되나요?,국 통 에서 경제 로 이중전공 변경 하 면 Principles of Economics 랑 Statistics 경제 학점 으로 인정 되 나요 ?,,
91,이중전공,글캠에서 설캠 이중전공 행정이나 정외 경영 많이 힘들까요ㅠㅠ?,글캠 에서 설 캠 이중전공 행정 이나 정 외 경영 많이 힘들 ㄹ까요 ㅠㅠ ?,,
92,이중전공,글캠인데 설캠 이중전공 가능한거 뭐뭐있나요?,글캠 이 ㄴ데 설 캠 이중전공 가능 하 ㄴ 거 뭐 뭐 있 나요 ?,,
93,이중전공,독일어 이중전공 학점높아야하나요?,독일어 이중전공 학점 높 어야 하 나요 ?,,
94,이중전공,저는 영통을 이중하고 싶은데 주변에서 하도 취업하려면 경영이다... 이런소리를 너무 많이 들어서요ㅠㅠㅠㅠㅠ 저는 딱히 경영에 뜻이 없는데 이중전공 경영을 한다고 해서 큰 메리트가 있을까요?,저 는 영통 을 이중 하 고 싶 은데 주변 에서 하도 취업 하 려면 경영 이 다 ... 이런 소리 를 너무 많이 들 어서 요 ㅠㅠㅠㅠㅠ 저 는 딱 히 경영 에 뜻 이 없 는 데 이중전공 경영 을 하 ㄴ다고 하 어서 크 ㄴ 메리트 가 있 을까요 ?,,
95,이중전공,환경학과 이중전공생 톡방 없나요?ㅠ이번에 이중전공 됐는데 혼자들으려니 막막해서요..,환경 학과 이중전공 생 톡 방 없 나요 ? ㅠ 이번 에 이중전공 되 었 는데 혼자 들 으려니 막막 하 어서 요 ..,,
96,이중전공,비사범대학 이중전공생도 교직이수 신청 가능한가요 ?,비 사범 대학 이중전공 생도 교직이수 신청 가능 하 ㄴ가요 ?,,
97,이중전공,이중전공 재수강같은 교수님 이여야해? 학수번호도 같아야하고?!그럼 1학기때 들은거 재수강못하겠네...,이중전공 재수강 같 은 교수 님 이 이 어야 하 어 ? 학수번호 도 같 어야 하 고 ?! 그럼 1 학기 때 듣 은 거 재 수강 못 하 겠 네 ...,,
98,이중전공,지금 1학년2학기 끝낫는데이번에 이중전공 떨어지면변경때 다시 그 과 지원할 수 잇나여?,지금 1 학년 2 학기 끝 낫 는데 이번 에 이중전공 떨어지 면 변경 때 다시 그 과 지원 하 ㄹ 수 잇 나 여 ?,,
99,이중전공,스칸디나비아 이중전공 컷이몇정도될까요...?,스칸디나비아 이중전공 컷 이 몇 정도 되 ㄹ까요 ...?,,
100,이중전공,글캠인데 일본어는 설캠 일본어과랑 이중전공불가하고 글캠 일통과로만 이중전공 가능한가요?,글캠 이 ㄴ데 일본어 는 설 캐 ㅁ 일본어 과 랑 이중전공 불가 하 고 글 캠 일통 과 로만 이중전공 가능 하 ㄴ가요 ?,,
101,이중전공,이중전공이 실제로 얼마나 위력이 있나요?저는 자대에 있는데 일통 이중전공을 하여 일본에 취업하거나 일본어가 사용되는 회사(환경쪽 회사면 더 좋구요)를 가려는 1차 계획을 두고 있습니다. 그런데 일통은 '이중전공'으로 기록될텐데 불리함이 없을지요..,이중전공 이 실제로 얼마나 위력 이 있 나요 ? 저 는 자대 에 있 는데 일통 이중전공 을 하 어 일본 에 취업 하 거나 일본어 가 사용 되 는 회사 ( 환경 쪽 회사 이 면 더 좋 구요 ) 를 가 려는 1 차 계획 을 두 고 있 습니다 . 그런데 일통 은 ' 이중전공 ' 으로 기록 되 ㄹ 터 이 ㄴ데 불리 하 ㅁ 이 없 을 지요 ..,,
102,부전공,지금 2학년인데 부전공에서 이중으로 바꾸는 기간 언제인가요?,지금 2 학년 이 ㄴ 데 부전공 에서 이중 으로 바꾸 는 기간 언제 이 ㄴ가요 ?,,
103,이중전공,정치외교랑 미컴 이중전공 학점 얼마나 되야할까요?,정치 외교 랑 미 컴 이중전공 학점 얼마나 되 야 하 ㄹ까요 ?,,
104,이중전공,경영 이중전공 하시는 분들 어떤 식으로 경영시험 준비하셨는지 알려주세요ㅠ,경영 이중전공 하 시 는 분 들 어떤 식 으로 경영 시험 준비 하 시 었 는지 알리 어 주 시 어요 ㅠ,,
105,이중전공,이중전공 1-2학기 평균 학점으로 2학년때 하는 건가요 아니면 1학기 학점만 들어가나요?,이중전공 1 - 2 학기 평균 학점 으로 2 학년 때 하 는 거 이 ㄴ가요 아니면 1 학기 학점 만 들어가 나요 ?,,
106,이중전공,1전공 어문이고 이중전공으로 공대 생각 중인데요!방학동안 수학이랑 코딩 공부 좀 해가려고 하는데수학을 놓은지가 좀 돼서 정석 이과커리로 쭈루룩 풀어보고파이썬 씨언어 기본기 다져가면 괜찮을까요?혹시 더 해놓으면 좋을거같다 하시는게 있으신가요?방학동안 부지런히 해볼 생각이에오,1 전공 어문 이고 이중전공 으로 공대 생각 중 이 ㄴ데요 ! 방학 동안 수학 이랑 코딩 공부 좀 하 어 가 려고 하 는 데 수학 을 놓 은 지 가 좀 되 어서 정석 이과커리 로 쭈루 룩 풀 어 보 고 파이썬 씨 언어 기본기 다지 어 가 면 괜찮 을까요 ? 혹시 더 하 어 놓 으면 좋 을 거 같 다 하 시 는 것 이 있 으시 ㄴ가요 ? 방학 동안 부지런히 하 어 보 ㄹ 생각 이 에 오,,
107,이중전공,통대 메이저 언어과이면 다들 이중전공 어떤과로 하시나요??,통 대 메이저 언어 과 이 면 다 들 이중전공 어떤 과로 하 시 나요 ??,,
108,이중전공,글캠 언어학과에서 설캠 이중전공 정치외교학과로 가고 싶은데 어떻게 준비해야돼요? 학점은 얼만큼 되야 가능할까요? 시간표는 어떻게 짰는지 팁 부탁 드립니다,글 캐 ㅁ 언어학 과 에서 설 캠 이중전공 정치 외교학 과 로 가 고 싶 은데 어떻 게 준비 하 어야 되 어요 ? 학점 은 얼 만큼 되 야 가능 하 ㄹ까요 ? 시간표 는 어떻 게 짜 었 는지 팁 부탁 드리 ㅂ니다,,
