,내용,댓글,댓글쓴이,대댓글여부,id
87,정외이중 면접이 10시작으로 되어있는데몇시쯤되면 끝이 날까요??,,[],,98888871
88,정외 이중하시는 분 계신가요,,[],,98726969
89,정외 이중 면접 뭐 물어보실까요..ㅠㅠㅠㅠㅠㅠ,,[],,98694539
90,이중 둘 다 떨어지면 어카죠,,[],,98655919
91,교육학 이중전공은 없나요? ㅠㅠㅠ,,[],,98655890
92,이중전공 결과 언제 나와요?,,[],,98613738
93,정치외교 이중전공 하신 선배님들 한번만 도와주세용 ㅠㅠㅠㅠㅠㅠㅠ,,[],,98443927
94,중통이중전공 혼자 하는데 다니기 어렵네요.. 내년엔 또 어떻게 해야좋을지 막막쓰^^,['뭐가 어려우신가요..??'],['익명'],['parent'],98265092
95,1학년 2학기까지 34학점 이수 못했으면 2학년 때 학점 채우고 이중신청 가능한가요? ㅠㅠ,,[],,98071897
96,미컴 이중 언제 결과나와유?,,[],,97997808
97,정치외교 이중전공 면접 언제 뜨나요 ㅠ,['1월달쯤 뜨지않을까싶어요'],['익명'],['parent'],97992613
98,eicc나 영어과 이중 넣으면 보통 다 붙나요?? 34학점 미만이라 상경이나 이런과는 못넣었는데........,,[],,97949634
99,이중 결과 언제 나오는거에요...?,,[],,97945444
100,경제 후기이중 해보신 분 계신가요?,,[],,97638485
101,본전공 서양어대인데 중국어랑 영어중에 뭘 이중하는게 좋을까요? 학점 34미만이에요,['영어는 기본 소양이고 중어를 합시다 ㄱㄱ'],['익명'],['parent'],96621702
102,경영 이중변경신청했는데 이번학기 학점까지 반영되는건가요?,['ㅇㅇ'],['익명'],['parent'],96388315
103,경영 이중생입니다. 경영 졸업 필수 과목들 이중생들에게도 1/2학년 구분이 유효한 건가요? 가령 1학년 전필을 듣지 않으면 2학년 과목을 수강하지 못 한다거나 하는 거요!,,[],,96318069
104,경영 이중 신청했는데 영어 성적 어디로 어떻게 제출하나요..?,['경영대 사무실인가?거기용'],['익명'],['parent'],96201748
105,토익 750 못넘었으면 경영 이중 시험 안봐도 상관 없죠...?,['ㅇㅇ'],['익명'],['parent'],95969173
106,전과하려면 학점이중요할까요 평점이 중요할까요ㅠ 물론 둘다중요하겠지만ㅠㅠ,"['무조건 평점!!!!', '?? 평점과 학점의 차이가 뭔가요?', '전자는 이수학점 말하는듯해요~', '18학점 2학기 즉,36학점이 max아닌가요?', '학점아닌가;', '어 아니야 평점이야 ;']","['익명', '(알수없음)', '익명', '(알수없음)', '익명', '익명']","['parent', 'parent', 'child', 'child', 'parent', 'child']",95731991
107,혹시 경영 이중시험 문제 유형같은거 대략적으로 알려주실 분 계신가요..?! 영어 문항도 출제될 수 있다그래서 갑자기 걱정이돼서요...ㅠㅠ,,[],,95727308
108,이중 면접일정 어떻게 확인하나요,,[],,95577367
109,이중 경영 영어 점수 제출기간은 언제인가요?? 홈페이지에 안보이는데...,['6~13일로 경영대 홈페이지에 있어용'],['익명'],['parent'],95557898
110,이중 1지망 2지망 다떨어지면 어떻게되나요?,"['이중 없이 가는거죠 뭐', '이중없이 가면 불이익같은게 있지 않나요??ㅜㅜ', '불이익은 없고 전공심화해야될걸요...? 이중하고싶으면 이중변경때 신청해야하니까 신청하고 싶은 과 티오가 없으면 신청 못한다 정도?', '부전공 신청하면 돼요', '부전공 신청하거나 다음학기에 이중신청해요', '1지망이 자동으로 부전 될거에요!', '잉? 2차 이중전공 있는걸로 아는데']","['익명', '익명(글쓴이)', '익명', '익명', '익명', '익명', '(알수없음)']","['parent', 'child', 'child', 'parent', 'parent', 'parent', 'parent']",95405975
111,이중전공 신청 기간 착각하고 신청 못했는데 다른 방법이 있을까요ㅠㅠㅠㅠㅠ??,['부전>이중으로 올리기'],['익명'],['parent'],95396525
112,만약 전과를 생각중이라면 이중전공 신청을 안하는게 맞을까요?,,[],,95392683
113,<독통 이중전공을 신청했습니다>1. 원래 독통을 부전공으로 하려고 했는데 신청기간 안에 뭐라도 기입하긴 해야할 것 같아 이중으로 넣었습니다. 추후에 부전공으로 변경 가능한가요?2. 독일어는 어느 정도로 준비해야 커리큘럼 따라잡을 수 있나요?,"['현재 독통 1학년입니다. 독일어 연습이라고 되어 있는 원어민 수업에 경우 독일어 단어의 형태와 성별을 눈에 익히시면 단어시험 볼 때 편하실 거에요. 문법시험은 지금 준비하시기 힘듭니다. 그때그때 정리해 두세요. 또한 원어민 수업의 특성상 알아듣는 것이 중요하므로, 회화에서 자주 쓰이는 문법과 동사를 정리해 두시면 좋습니다. 속도는 충분히 느려서 괜찮을 거에요!', '문법과 텍스트의 이해 수업의 경우 예문들이 다소 어려운 편입니다. 또한 초심자를 위한 책이라고 보기엔 꽤나 많은 내용이 들어 있으며 수업 진도 또한 빠른 편입니다. 동사 어미변화, 정관사 변화, 형용사 어미변화와 현재완료를 미리 익혀 두시는 것을 추천 드립니다.', '더 궁금하신 거나 질문 있으시면 쪽지 주세요 :)', '친절하고 상세한 설명 감사합니다! 겨울방학때 학원이나 인강으로 준비해야겠죠...? ㅠㅠㅠ', '정말 가볍게 공부하시려는 경우엔 고등학교 독일어책도 괜찮습니다. 시중에 파는 독일어 교재도 괜찮으니 일단 독학을 해보시고 너무 어렵거나 명확한 설명이 필요하신 경우에 인강이나 학원 찾아보시는게 좋아요 ㅎㅎ']","['익명', '익명', '익명', '익명(글쓴이)', '익명']","['parent', 'child', 'child', 'child', 'child']",95381816
114,gbt는 이중시험 안치는거 맞죠?,,[],,95368430
115,본전공 서양어대+세부전공(EU관련)에 이중 동북아외교통상 어떤가요..,['동서양을 어우르는 인재가 될듯'],['익명'],['parent'],95368383
116,영어대 이중은 시험 없는것 맞지??? 홈페이지 들어가봤는데 말이 안나와있어서...,['영어대 없어욤'],['익명'],['parent'],95367636
117,전자공학이랑 컴공 중이중전공뭐할까요 어디가 더 나을까요 자대인데ㅠ,,[],,95332318
118,공무원이나 공기업쪽 생각하고있는데 이중전공으로 경영이 나을까요 경제가 나을까요?,,[],,95317562
119,"본전공이 영통인데 이중으로 경영정보학과는 많이 힘든가요,,,,?",,[],,95283889
120,이중 2학년때 시작 안 하고 3학년때 시작하면 많이 안좋은가요 ?...,"['추가학기 안하고 졸업하려면 4학기동안 42학점 들어야하는데 꽤 빡세죠... 막학기엔 다른 할것도 많은텐데', '근데 후기 이중전공 신청하는 사람 꽤 있던데요 그리고 바꾸는 사람도 많아서 한 학기나 1년 정도 늦게 시작하는 사람도 많아요']","['익명', '익명']","['parent', 'parent']",95279134
121,경영vs미컴 광고pr이중때문에 고민이에요ㅠㅠ제가 나중에 하고싶은 쪽은 방송마케팅이나 콘텐즈 세일즈 관련 쪽인데 주변에서도 의견이 많이 갈려서 헷갈리네요..,"['둘 중 뭘 해도 마케팅은 배울 수 있으니 상경학사 나오는쪽으로 가는게 좋지 않을까요?', '상경학사 있으면 지원가능한 직군도 많아지구요', '그럴까요?? 으어 감사합니다!', '저도 같은 고민을 가졌던 사람으로서 단순하게 비교하자면 경영이 선택 폭이 넓은 안정빵이라면, 피알은 좁지만 특수한 느낌(매체론의 여러 분류 중 광고/피알/뉴미디어등등 세부 항목에 집중)']","['익명', '익명', '익명(글쓴이)', '익명']","['parent', 'child', 'child', 'parent']",95266169
122,설캠에서 융소 이중전공하면 글캠으로 수업들으러가야되나요..?,"['아뇨 설캠에서 듣습니다', '감사합니다!', '근데 이거 이중 신청칸이 글캠 융소만 있고 설캠은 없던데 걍 글캠으로 신청하는거임??', '저도 그거때문에질문한거라 있는대로신청해ㅛ어요']","['익명', '익명(글쓴이)', '익명', '익명(글쓴이)']","['parent', 'child', 'parent', 'child']",95213246
123,1전공 경 영인데 일본어 이중은 별로 인가요?,"['형들 부탁해 알려줘 ㅠㅠ', '야발..', '너가 오타쿠면 ㄲㄱ', '뜻잇르면 가능']","['익명(글쓴이)', '익명(글쓴이)', '익명', '익명']","['parent', 'parent', 'parent', 'parent']",95110170
124,스페인어 2지망으로 신청하면 이중 떨어질까요?34학점 이수에 학점은 3초입니다 ㅠ,"['아니요', '미달이라 괜찮아요']","['익명', '익명']","['parent', 'parent']",95054302
125,이중전공이 취소신청도안했는데 사라진건 어떻게된일이죠?? 수업을안들었다고 그럴수있나요??,['?? 에타조교에 물어봐'],['익명'],['parent'],95049056
126,부전공하다가 다른 이중전공 신청 가능한가요?예를들면 경영부전공하다가 다음 이중전공 신청기간때 융소이중전공 신청 가능한가요??만약에 된다면 기존에 하던 부전공 하던건 어떻게 되나요?~??,"['신청 가능하고 기존에 듣던 부전공 학점은 자선으로 빠져요~', '답변 감사합니다!!']","['익명', '익명(글쓴이)']","['parent', 'child']",95044227
127,1학기 4.07 2학기도 비슷하게 나온다고 가정했을때 국통 이중 어려울까요....????? 자체시험도 따로 준비하고 있어요!!,['당연히 되실거에요! 아는사람중에 3점 초로 붙은 사람도 있는걸요'],['익명'],['parent'],95041757
128,"안녕하세요! 저는 융소 이중하고 있는 16학번입니다!! 이번에 온라인 코딩 부트캠프 코드스테이츠를 통해 융복합 소프트웨어 선배와 함께하는 강연을 열게 되었습니다!융소에 관심있지만 실제로 무엇을 배우는지, 난이도는 어떻게 되는지, 졸업 후 진로는 어떻게 되는지 궁금하신 분들은 와보시면 많은 정보를 얻어가실 수 있을 거라고 생각합니다 ( •̀ ω •́ )✧참여만 하셔도 코드스테이츠 강의 할인 쿠폰을 드리니 시간 되시는 분들은 가벼운 마음으로 들러주시면 감사하겠습니다!신청서(http://bit.ly/hufsS-sw-developer)에 사전질문을 작성해주시면강연 당일 더 자세히 답변해드릴수  있습니다~강연에 대해 궁금하신 점 있으시다면 댓글이나 쪽지 주세요!",,[],,95033682
129,34학점 미만인 사람은 이중전공변경신청때 신청하는게 최선이겠네요??경영 이중하려면ㅠㅠ,,[],,95031801
130,이중전공신청에 순번은 무슨 의미인가요?,,[],,95018886
131,eicc 이중전공 장단점 알려주세요!,['장점은 대학원 가기 유리하고 있어보인다는 거고요 단점은 취업생각하신다면 별로 메리트가 없다는 것입니다 익씨 하실꺼면 본전공이 상경쪽이시면 좋을거 같아요'],['익명'],['parent'],95013244
132,이중전공은 국제금융 어렵나요??,,[],,95004345
133,언론정보 이중하시는분 계신가요? ㅠㅠㅠ,['저 이중하려고요ㅠㅠㅠㅠㅠ'],['(알수없음)'],['parent'],94926531
134,지경개 이중하시는 선배님 계신가용 ㅠㅠㅠㅠㅠ?,,[],,94903097
135,노어과 이중 생각하고 있는데 컷 어느 정도인가요?,"['노어는 항상 미달이라 넣으면 다 뽑혔는데 올해부터 자소서랑 면접봐서 교수님 마음에 드는 학생만 뽑아줄것같아요', '헉 그렇군요 자소서랑 면접.., 댓글 감사합니다!']","['익명', '익명(글쓴이)']","['parent', 'child']",94902935
136,34학점 미만이면 평점평균이 좋아도 행정 이중 떨어지나요?,['네 행정 경쟁률 1 넘어서 힘들지 않을까 싶네요...'],['익명'],['parent'],94896893
137,"글캠 공대 재학중인데 설캠 경영으로 전과 생각중입니다! 1. 경영 전과 자격요건인 34학점 이상 평점 3.5, 토익 800 이상이면 지원자격은 주어지는 것 맞죠? 전과성공하려면 학점 4.0은 넘어야한다는 분들이 많았던거같아서 여쭤봅니다2. 전출한 과로 이중 및 부전공이 불가능한걸로 알고있는데 설캠 경영으로 간 다음 융합소프트웨어전공으로 공학쪽도 계속할 수 있을까요?","['1. 넵 자격은 충족됩니다 2. 전과 후 설캠에서 융소 이중 가능합니다', '앗 답변 감사합니다 ㅎㅎ 방금 설캠 자게에도 글 올렸는데 거기에 있는 다른 두개 질문도 답변해주시면 감사하겠습니다!!', '아 그리구 혹시 융소 이중신청은 전과 성공한 이후 신청하는것이 맞죠?!', '넵 만약 전과에 성공하신다면 캠퍼스가 바뀌므로 2학년 1학기 말에 변경신청으로 신청하시면 될거에요', '자게 글은 이 글이랑 중복질문이 많네요. 전과자가 많지 않기때문에 경영대 홈페이지에서 전과공고를 확인하는게 에타에서보다 얻을 수 있는 정보보다 많을거에요.', '아항 넵 감사합니다!!']","['익명', '외대가르트', '외대가르트', '익명', '익명', '외대가르트']","['parent', 'child', 'child', 'child', 'child', 'child']",94826815
138,국제학부 이중 하시는 분 후기 궁금합니다 ㅠㅠ공부하는 분야가 다양하다보니까 조금 애매하지 않나 고민이 되기도 하고 ㅠㅠ본전공은 서양어대이고 이중전공 국통이랑 국제학부랑 고민 중입니다,"['국통도 염두에 두신 거 보면 경제 과목도 어느 정도 관심 있으신 것 같고 영어도 웬만큼 잘 하실 것 같은데 이왕이면 국통 추천드립니다.', '국제학부가 여러 과목 들어보면서 내가 어떤 분야에 적성이 맞는지 알아보기는 좋지만 그 이상을 배우기에 좋은 환경은 아닌 것 같습니다. 그리고 갈수록 취준시장에서 상경학사는 필수인 분위기가 되어가고 있어서 아무래도 상경 학사 나오는 전공을 하는 것이 도움이 되기도 하구요! 제가 딱 서양어+국제학부 전공이고 앞서 말한 두 이유로 후회중인 사람이기 때문에 말이 조금 길어졌네요ㅠㅠ 혹시 추가적으로 궁금하신 사항 있으면 쪽지 보내주세요!', '댓글 너무 너무 감사합니다!! 쪽지 드리겠습니다 ㅠㅠ']","['익명', '익명', '익명(글쓴이)']","['parent', 'child', 'child']",94804587
