QUESTION,ANSWER,TAGSET,LEMMA
혹시 요건만된다면 조기졸업과 학석사연계과정을 둘다 신청할 수 있는 건가요 이번학기 조기졸업 신청하고 다음 학기에 학석사신청하려고 생각하고 있어요,,['UK'],요건 조기 졸업 학석사연계 과정 신청 이번 학기 조기 졸업 신청 다음 학기 석사 신청 생각
하세요 저는 지금 부전공을 이수하고 있는데요 전공심화부전공으로 바꾸고 싶은데 바꿀 수 있을까요 그런데 제가 처음에 이중전공에서 부전공으로 한번 바꿔서 걱정이 됩니다 답변 부탁드리겠습니다 항상 감사합니다,,"['DM', 'MD', 'SM']",부전공 이수 전공심화 부전공 바꾸 바꾸 처음 이중전공 부전공 바꾸 걱정 답변 부탁 드리 감사
residential college English tutor에 대해 질문드리려고 하는데요이튜터로 선발이되었는데 이것도 교내근로 형식인가요 국장 근로장학금을 신청하고 싶어서요,,['UK'],대하 질문 드리 하는데요이튜터 선발 이것 교내 근로 형식 국장 근로 장학금 신청
교직이수 관련해서 여쭤볼게 있습니다 저는 제1전공으로 서양어대학 교직이수가 가능한 과를 다니고 있고 이번에 이중전공을 상경계열로 신청해서 제2전공으로 상경계열 과 수업을 듣게 됩니다 혹시 나중에 교직으로 진로를 생각해볼 수도 있을 것 같아서 이번 2학년 1학기 과목에 교직 과목을 담았는데요만약에 제가 계속 교직 과목을 듣고 교직이수를 하게 된다면 교직 자격증은 제1전공인 프랑스어 교직 자격증이 나오는 건가요 이중전공이 상경계열이기 때문에 교직 자격증이 영어 교육으로 나올 수는 없는 거죠만약 이중전공이 영어과라면 영어 교육 교직 자격증을 딸 수,,['DM'],교직이수 관련 여쭈 전공 서양어 대학 교직이수 가능 다니 이번 이중전공 상경 계열 신청 전공 상경 계열 수업 나중 교직 진로 생각 이번 학년 학기 과목 교직 과목 만약 교직 과목 교직이수 교직 자격증 전공 프랑스어 교직 자격증 나오 가요 이중전공 상경 계열 때문 교직 자격증 영어 교육 나오 만약 이중전공 영어과 영어 교육 교직 자격증
국내외 학점교류를 알아보고 있는 신입생입니다 학교 홈페이지를 통해 이것저것 알아보다가 해결되지 않는 부분이 있어서 이 게시판으로 문의드립니다1 국내외 학점교류 인정학점이 최대 35학점이라고 알고 있는데 이게 <국내대학 학점교류교환학생 학점> 이렇게 35학점을 인정한다는 것이 맞나요2 국외교류 보고서를 몇개 찾아봤는데 영어대학은 학점인정이 2학점밖에 안 된다고 쓰요있는데 이건 무슨 의미인가요 밑으로 보고서 내요 그대로 첨부합니다 아직 본교에서 정식으로 학점인정을 받지는 않았지만 규정상 영어학과는 2학점밖에 인정이 안됩,,['UK'],국내외 학점 교류 알아보 신입 학교 홈페이지 통하 이것저것 알아보 해결 부분 게시판 문의 드리 국내외 학점 교류 인정 학점 최대 35 학점 국내 대학 학점 교류 교환 학생 학점 이렇 35 학점 인정 국외 교류 보고서 찾아보 영어 대학 학점 인정 학점 쓰요 이거 의미 보고서 첨부 본교 정식 학점 인정 규정 영어 학과 학점 인정
올해 4학년인 학생입니다 제가 세계문화와통번역세문통 을 저번학기 페일했는데요이번에 재수강할때 재수강신청을 눌러야하나 아님 패스페일이요서 초수강으로 들어도되나 궁금합니다 재수강학점을 현재 다써버려서 재수강으로포함된다면 수강을들을수 없을 거같아 질문드립니다,,['UK'],올해 학년 학생 제가 세계 문화 번역 세무 저번 학기 페일했는데요 이번 재수강 수강 신청 누르 아니 패스페일이요 초수강 재수강 학점 버리 재수강 포함 수강 질문 드리
증원 신청을 준비하고 있는데성적증명서를 이메일에 첨부하요 제출하라고 해서 종정시랑 연결된 전자증명서 홈페이지에서 성적증명서일반 파일을 다운 받았습니다 3500\근데 발급인저의 주민등록번호 앞자리생년월일을 입력해야만 전자증명서 뷰어로 열람이 가능한데그러면 증원신청 이메일로 제 생일을 알려드리면 되는 거겠죠 공지엔 그런 사항은 적혀 있지 않아서 혹시 제가 엉뚱한 파일을 첨부해 보내려고 하는 건가 싶어서 확인차 여쭤봅니다 항상 감사합니다 건강 유의하세욧,,['UK'],증원 신청 준비 성적 증명서 이메일 첨부 제출 종정 연결 전자 증명서 홈페이지 성적 증명서 일반 파일 다운 3500 발급 주민등록번호 앞자리 생년월일 입력 전자 증명서 뷰어 열람 가능 증원 신청 이메일 생일 알리 드리 공지 사항 적히 파일 첨부 보내 확인 여쭈 감사 건강 유의하세욧
최대 몇학기 다닐 수 있나요,,['UK'],최대 학기 다니
항상 수고하십니다 다름이 아니라 청강 제도에 관련된 문의인데요1 e class에서 청강신청을 한 과목은 e class에서‘승인이 된다면’ 그 수업 관련 자료ppt 첨부자료를 받을 수 있는 것인가요 1- 2 청강 승인요부가 따로 있나요2 다음주부터 2주동안 온라인 수강을 해야 하는데청강생 또한 그 온라인 수강을 할 수 있을까요3청강에서 정규과목과 비정규과목의 차이는 무엇인가요,,['UK'],수고 다르 아니 청강 제도 관련 문의 청강 신청 과목 승인 수업 관련 자료 첨부 자료 청강 승인 다음 동안 온라인 수강 청강 온라인 수강 청강 정규 과목 정규 과목 차이 무엇
제가 이번 학기 휴학 신청을 해놓은 상태인데 월요일 수강신청 정정기간에 강의를 잡아서 복학 신청이 가능한가요예비 수강신청함에는 수강신청 비대상자라고 뜹니다 수강신청은 담기긴하구요 항상 고생 많으십니다 감사합니다,,['UK'],이번 학기 휴학 신청 상태 월요일 수강 신청 정정 기간 강의 복학 신청 가능 예비 수강 신청 수강 신청 대상자 수강 신청 담기 긴하 고생 감사
교환학생 관련 질문이 있습니다1 2021-1학기 교환학생에 지원하려고 합니다2020-1 정규학기까지 성적반영이 되나요 혹은 2020-1 여름계절학기까지 성적이 반영되나요2 교환학생71 합격자 성적이나 지원 경쟁률을 알 방법이 있나요3 귀국보고서에 나와 있더라도 작성일이 최근일자가 아니면 현재는 지원불가한 대학이 있는 경우도 있나요 이 경우엔 국제교류팀에 지원가능한 대학 목록을 문의할 수 있는지 궁금합니다,,['UK'],교환 학생 관련 질문 2021 학기 교환 학생 지원 2020 정규 학기 성적 반영 2020 여름 계절 학기 성적 반영 교환 학생 71 합격자 성적 지원 경쟁 방법 귀국 보고서 나오 작성 최근 아니 현재 지원 불가 대학 경우 경우 국제 교류 지원 가능 대학 목록 문의
바쁘신 와중에 항상 애써주셔서 감사합니다 다름이 아니라 작년에 신입생 진단평가를 응시하지 못해 올해 신입생들과 보기위해 신청을 해놓았었는데요 재학생 수강신청 일정이 먼저요서 대영 평화반을 신청해봤는데 신청이 되더라구요 그런데 그 후에 친 진단평가에서 진리가 나왔습니다 이런 경우에는 이미 수강신청이 되어 있는 평화 과목을 버리고 진리로 다시 잡아야 하나요 혹은 그냥 평화를 들어도 되나요신청이 된 것도 이상했지만 영어 진단평가가 재학생 수강신청 이후요서 신입생들이 다 잡아놓았는데 재학생들은 이럴 땐 어떻게 신청하나요 정정기간에 잡,,['UK'],바쁘 와중 애쓰 감사 다르 아니 작년 신입 진단 평가 응시 못하 올해 신입 위하 신청 재학 수강 신청 일정 먼저 평화 신청 신청 진단 평가 진리 나오 경우 수강 신청 평화 과목 버리 진리 평화 신청 이상 영어 진단 평가 재학 수강 신청 후요 신입 재학 이렇 신청 하나 정정기
에타죠교님다름이아니라 Hufs survival english 1 에 학년 1이라고 써있는데 꼭 1학년만들어야 하는 수업인가요 아니면 3학년도 들을수 있는 수업인가요 다른 거는 학년이 써잇지않고 써있더라도장바구니에 담을때 학년표시가없는데이수업은 처크가되어 있습니다,,['UK'],에타죠교님다름 아니 학녀 학년 수업 학년 수업 학년 써잇 장바구니 학녀 표시 수업 처크
항상 수고 많으십니다다름이 아니라 제가 이중전공이 통계학과인데 이번 학기에 수학과에서 통계학과 전공이 인정되는 이산수학을 들으려고 합니다일단 신청은 해놨는데 따로 연결같은 걸 해야 할까요따로 더 해야 할 작업이 있다면 어떻게 해야 하는지 알고 싶습니다,,['DM'],수고 다르 아니 제가 이중전공 통계 학과 이번 학기 수학과 통계학 전공 인정 이산수학 신청 해놨는 연결 작업 어떻
저는 지금 코로나 위험국가에서 자비유학을 하고 있는 학생입니다 다름이아니라 상황이 갑작스럽게 악화돼서 한국으로 돌아갈 예정입니다 저는 휴학신분으로 공부를 하고 있었기 때문에 당장 복학신청을 하고 학기를 이어 나가고 싶습니다 다음주에 복학신청이 가능하다고 들었습니다 하지만 문제가 제가 복학신청을 한다고 하더라도 수강신청이 하나도 돼있지 않습니다 혹시 이와 관련해서 해결책이 있을까요,,['UK'],코로나 위험 국가 자비 유학 학생 다르 아니 상황 갑작스럽 악화 한국 돌아가 예정 휴학 신분 공부 때문 당장 복학 신청 학기 나가 다음 복학 신청 가능 문제 제가 복학 신청 수강 신청 하나 관련 해결책
경영학과 부전공생입니다 정정기간에 수강신청하려고 경영학원론 수업을 담으려는데 다음과 같이 담아지질 않습니다 전필 과목인데 장바구니에 담지 못한 상태로 수강신청해야 하나요 도와주세요오 어떡해야 할까요 무조껀 잡아야 하는 수업인데 항상 감사합니다,,['SM'],경영학과 부전공 정정기 수강 신청 경영학 원론 수업 다음 과목 장바구니 못하 상태 수강 신청 도와주 무조 수업 감사
webex 로그인시 이메일에 종정시에 등록된 이메일이라고 적혀 있는데 학교이메일형식이 아니라 네이버가 종정시에 등록되어 있어도 괜찮을까요 아니면 학교 이메일 새로 만들어요하는 걸까요,,['UK'],로그인 이메일 종정 등록 이메일 적히 학교 이메일 형식 아니 네이버 종정 등록 괜찮 아니 학교 이메일 만들
부전공 변경은 매년 17월 부전공 신청기간에 하면 되나요미리 신청해놓은 부전공이 있으면 부전공 변경하면 기존의 부전공은 취소되는 건가요,,['SM'],부전공 변경 17 부전공 신청 기간 하면 되나요 신청 부전공 부전공 변경 기존 부전공 취소
글로벌캠퍼스 학생이 서울캠 경제학전공 신청을 부전공이든 이중전공 안해놨으면 자유선택으로라도 정기학기중에 경제학 수강을 못하나요,,"['SM', 'DM']",글로벌 캠퍼스 학생 서울 경제학 전공 신청 부전공 이중전공 안해놨으 자유 선택 정기 학기 경제학 수강
현재 경영학 부전공자이고2학기에 외대와 협약 맺은 학교에서 경영학과로 자비유학 혹은 교환학생을 생각 중입니다 혹시 경영학으로 학점인정이 가능한지 과목에 제한이 있는지 여쭤보고 싶습니다,,['SM'],경영학 부전공 학기 외대 협약 학교 경영학과 자비 유학 교환 학생 생각 경영학 학점 인정 가능 과목 제한 여쭈
문화 카테고리에 있던 과목을미래 시뮬레이션에서 패논패 과목으로 자수강 할 수 있나요,,['UK'],문화 카테고리 과목 미래 시뮬레이션 패논 과목 수강
제가 17학년도에 코어산업으로 인턴갔었는데 증명서 발급받을 수 있을까요 또한 과회장했던 것도 증명서 발급가능한지 궁금합니다 감사합니다,,['UK'],제가 17 학년도 코어 산업 인턴 증명서 발급 회장 증명서 발급 가능 감사
항상 수고가 많으세요제가 이번에 국가리더로 이중전공 변경을 하고 싶은데 원래 이중전공 바꾸는 티오가 따로 정해져 있지 않다고 들었는데 이번에는 티오가 정해졌다고 들어서 혹시 컷트라인이나 티오나는 거 어디서 확인할 수 있나요 핑프면 죄송합니다코로나 바이러스 항상 조심하세요,,['DM'],수고 이번 국가 리더 이중전공 변경 원래 이중전공 바꾸 티오 정하 이번 티오 정하 컷트라인 티오 어디 확인 핑프 코로나 바이러스 조심
