,내용,분류,명사토큰
63,"안녕하십니까 조교님 항상 수고 많으십니다!다름이 아니라 제가 불가피하게 전공 학점을 54를 초과해 55학점을 듣게 되었습니다.제가 부전공 코스를 밟고 있고 현재 졸업까지 남은 자선학점이 13학점인데, 만약 전공학점 1학점을 초과수강하게 된다면 남은 자선학점이 12학점이 되는지 궁금하여 여쭤봅니다.",8,안녕하십니까 조교 항상 수고 제 전공 학점 를 초과 학점 제 부 전공 코스 현재 졸업 자선 학점 학점 만약 전공 학점 학점 초과수 자선 학점 학점
64,대학외국어가 교양으로 인정되나요?예를들어 제가 평화반인데영어도 듣고.진리반이 듣는 교양중국어를 추가로 들엇을 경우에요!,0,대학 외국어 교양 인정 예 제 평화 반 영어 진리 반 교양 중국어 추가 들엇 경우
65,이중전공 변경을 신청하면 기존에 받은 이중전공 학점은 어떻게 되는건가요? 아니면 기존 이중전공 학점은 사라지고 42학점을 새로운 이중전공으로 다시 받아야하는건가요?,2,이중 전공 변경 신청 기존 이중 전공 학점 가요 기존 이중 전공 학점 학점 이중 전공 다시 가요
66,"조교님 제가 등록기간에 등록을 못해서 추가등록기간에 하려고 하는데요,국장1과 면학장학금을 다 합쳐서 등록금 0인데도, 추가등록을 해여하나요? 어떻게 하면되나요?",3,조교 제 등록 기간 등록 추가 등록 기간 국장 과 면학 장학금 등록금 추가 등록 해 하나요
67,조교님 안녕하세요!타대학 교류에 대해 알고 싶어서 글 남겨요!1. 어느 학교랑 교류가 가능한지는 어떻게 알 수 있나요?2. 전공과 관련 없는 과목을 들으면 그냥 자선으로 처리되나요?3. 수강신청이나 이런 건 따로 해야 하는 건가요4. 학교에 따로 신청하는 절차나 방식을 알고 싶습니다.5. 이수 가능학점이나 학기에도 제한이 있나요?6. 타대학 전공 교류에 관해 정보를 어디서 얻을 수 있나요?,0,조교 대학 교류 대해 알 글 학교 교류 알 수 전공 관련 과목 그냥 자선 처리 수강신청 건 건가 학교 신청 절차 방식 알 이수 가능 학점 학기 제한 대학 전공 교류 관해 정보 수
68,조교님 안녕하세요! 부전공 변경 관련 문의입니다!제가 작년에 부전공a를 신청했다가 이번에 부전공b로 바꿨습니다.. 근데 생각보다 너무 안맞아서 다시 a로 바꾸고 싶은 마음이 굴뚝같은데요... 부전공 변경신청을 두 번할 수 있나요??,2,조교 부 전공 변경 관련 문의 제 작년 부 전공 를 신청 이번 부 전공 로 생각 다시 로 마음 굴뚝 부 전공 변경 신청 두 수
69,에타조교님 안녕하세요재입학관련 질문입니다휴학을 다 쓰고 초과되어 재입학을 하게되면휴학을 또 쓸 수있는 기회가 주어지나요?아니면 박탈되나요?,9,에타 조교 재 입학 관련 질문 휴학 초과 재 입학 면 휴학 또 수 기회 박탈
70,조교님 안녕하세요!??비슷한 질문이 많아서 번거로우실텐데 감사합니다:)혹시 체육 카테고리에서 c받았던 과목을 과학과 기술 카테고리에 있는 과목으로 재수강이 가능할까요?,4,조교 질문 혹시 체육 카테고리 과목 과학 기술 카테고리 과목 재수강 요
71,"안녕하세요 조교님! 제가 소수어과 전공수업을 수강하고 있는데 현재 수강 인원이 5-6명입니다. 혹시 폐강인원&기준에 대해서 알려주실 수 있나요ㅠㅠ? 수강편람에서도 못찾겠더라구요ㅠㅠㅠㅠㅠ그리고 현재 제가 3-2학기 재학중인데, 이번학기에 졸업논문 수업을 수강하려고 합니다. 대체로 4-1학기에 졸업논문 수업을 듣고 1년동안 작성하던데, 3학년때 수업을 듣고 작성하여 졸업전에 졸논 심사를 통과해도 상관없나요..?어떤분은 4-2학기에 맞춰서 졸논심사를 받아야한다고 말씀하시더라구요ㅠㅠ",1,조교 제 소수어 수업 수강 현재 수강 인원 명 혹시 폐강 인원 기준 대해 수 수강 편람 현재 제 학기 재학 이번 학기 졸업 논문 수업 수강 대체로 학기 졸업 논문 수업 작성 학년 때 수업 작성 졸업 전 졸논 심사 통과 분 학기 졸논 심사 말씀
72,"조교님~!~! 랑상 수고 많으십니다??7+1 다녀오는 학기는 정규학기 내 인것으로 알고있는데, 해당 학기에 외대에는 등록금을 안내고 외국 소재 대학 등록금은 내야하는 상황이면 햐당 학기에 국가장학금 수혜는 어떻게 되나요? ㅠㅠ7+1 다녀오고 9학기 졸업을 하게 되면 7+1 다녀오는 학기랑 9번째 학기 둘 모두 국장 수혜가 불가능한걸까요?",1,조교 상 수고 학기 정규 학기 내 해당 학기 외대 등록금 안내 외국 소재 대학 등록금 내야 상황 이면 햐당 학기 국가장학금 수혜 학기 졸업 학기 학기 둘 모두 국장 수혜 요
73,조교님 안녕하세요!교환학생과 관련해 드릴 질문이 있습니다!혹시 아너스프로그램이나 7+1제도로 학점을 인정받으면 패스엔페일로 학점이 계산되는건가요?아니면 따로 학점을 계산하는 방식이 있나요?,8,조교 교환학생 관련 드릴 질문 혹시 스프 그램 제도로 학점 패스 페일 학점 계산 가요 학점 계산 방식
74,조교님 안녕하세요9학기 재학중이고 이번 1학기를 다니면 134학점을 다 채우는데 여름 계절로 전공 과목 재수강을 하거나 추가로 수업을 들을 수 있을까요? 계절은 7학기 128학점이상 이수자에게만 제한이 있고 8학기은 자유롭게 들어도 되는건가요?,1,조교 학기 재학 이번 학기 학점 여름 계절 전공 과목 재수강 거나 추가 수업 수 계절 학기 학점 이상 이수자 제한 학기 은 가요
75,"조교님 안녕하세요!동일과목 수강에 대해 여쭤보고싶습니다.본전공 전필과 이중전공 전필이 겹쳐서 경원론을 중복수강 해야하는 상황인데요.혹시 한 학기에 본전공에서 재수강, 이중전공에서 초수강으로 동시수강이 가능한가요?항상 고생이 많으십니다. 감사합니다.",2,조교 동일 과목 수강 대해 전공 필 이중 전공 필 겹 원론 중복 수강 상황 요 혹시 학기 전공 재수강 이중 전공 초 수강 수강 항상 고생
76,안녕하세요 조교님 다름이 아니라 제가 저번 학기에 세계주요문화와통번역의역할 사이버 강의(3학점)에서 논패스를 받았는데 재수강 연결을 해야하나요?,6,조교 제 저번 학기 세계 문화 통 번역 역할 사이버 강의 학점 논 패스 재수강 연결
77,"안녕하세요 조교님! 타 대학 학점 교류 관련해서 몇 가지 질문드리고 싶습니다.1. 최대 6학점 이내 수강신청이 가능한 타교와 우리 학교에 동시에 수강신청한다면, 이번 학기 최대 수강 가능 학점 총 몇 학점인가요?2. 타과 강의를 신청해서 서류 신청 당시 미네르바 대학장님 도장을 받고 '교양' 카테고리로 신청을 했는데, 이를 1전공 학과장님 도장을 받고 '자선' 카테고리로 바꿀 수 있을까요?항상 친절하게 답변해 주셔서 감사합니다. 건강 잘 챙기시고 좋은 하루 보내세요:)",8,조교 타 대학 학점 교류 관련 몇 가지 질문 최대 학점 이내 수강신청 교 우리 학교 동시 수강신청 이번 학기 최대 수강 가능 학점 총 몇 학점 타 강의 신청 서류 신청 당시 미네르바 대학 장님 도장 교양 카테고리 신청 전공 학과 장님 도장 자선 카테고리 수 항상 답변 건강 하루
78,"답변해주시느라 고생많으세요다름이 아니라 재수강 관련 문의를 드립니다. 전공어1학기 수업이 3학점으로 작년 1학기에 열렸는데, 이번 학기에는 3학점에서 2학점 수업으로 바뀌어 열렸습니다. 재수강은 저번에 들은 수업의 학점을 삭제하고, 새롭게 들은 학점으로 인정된다고 들었는데 이 경우에도 작년에 들은 3학점이 삭제되고, 올해 듣는 2학점으로 인정되는 것인지 문의드립니다.",8,답변 고생 재수강 관련 문의 전공 학기 수업 학점 작년 학기 이번 학기 학점 학점 수업 재수강 저번 수업 학점 삭제 학점 인정 이 경우 작년 학점 삭제 올해 학점 인정 것 문의
79,안녕하세요 조교님!! 혹시 요건만된다면 조기졸업과 학석사연계과정을 둘다 신청할수 있는건가요? 이번학기 조기졸업 신청하고 다음학기에 학석사신청하려고 생각하고 있어요ㅠㅜ,5,조교 혹시 요건 조기졸업 학 사연 과정 신청 가요 이번 학기 조기졸업 신청 다음 학기 학 신청 려고 생각
80,안녕하세여 조교님!저는 지금 부전공을 이수하고 있는데요 전공심화+부전공으로 바꾸고 싶은데 바꿀 수 있을까요?? 그런데 제가 처음에 이중전공에서 부전공으로 한번 바꿔서 걱정이 됩니다.. 답변 부탁드리겠습니다 항상 감사합니다!,2,조교 저 지금 부 전공 이수 전공 심화 부 전공 수 제 처음 이중 전공 부 전공 한번 걱정 답변 항상
81,안녕하세요 조교님residential college English tutor에 대해 질문드리려고 하는데요이튜터로 선발이되었는데 이것도 교내근로 형식인가요? 국장 근로장학금을 신청하고싶어서요,3,조교 대해 질문 튜터 선발 것 교내 근로 형식 국장 근로 장학금 신청
82,안녕하세요 조교님 교직이수 관련해서 여쭤볼게 있습니다! 저는 제1전공으로 서양어대학 교직이수가 가능한 과를 다니고 있고 이번에 이중전공을 상경계열로 신청해서 제2전공으로 상경계열 과 수업을 듣게 됩니다 혹시 나중에 교직으로 진로를 생각해볼 수도 있을 것 같아서 이번 2학년 1학기 과목에 교직 과목을 담았는데요만약에 제가 계속 교직 과목을 듣고 교직이수를 하게 된다면 교직 자격증은 제1전공인 프랑스어 교직 자격증이 나오는 건가요?이중전공이 상경계열이기 때문에 교직 자격증이 영어 교육으로 나올 수는 없는거죠?만약 이중전공이 영어과라면 영어 교육 교직 자격증을 딸 수 있는 건가요??교직관련 세부사항이 잘 나와있는 곳이 없어서 여쭤봅니다:),2,조교 교직이수 관련 볼 저 제 전공 서양 대학 교직이수 이번 이중 전공 상경 계열 신청 제 전공 상경 계열 과 수업 혹시 나중 교직 진로 생각 수도 것 이번 학년 학기 과목 교직 과목 만약 제 계속 교직 과목 교직이수 교직 자격증 제 전공 프랑스어 교직 자격증 건가 이중 전공 상경 계열 이기 때문 교직 자격증 영어 교육 수 만약 이중 전공 영어 라면 영어 교육 교직 자격증 딸 수 건가 교직 관련 세부 사항 곳
83,"조교님 안녕하세요, 국내외 학점교류를 알아보고 있는 신입생입니다.학교 홈페이지를 통해 이것저것 알아보다가 해결되지 않는 부분이 있어서 이 게시판으로 문의드립니다.1. 국내외 학점교류 인정학점이 최대 35학점이라고 알고있는데, 이게 <국내대학 학점교류+교환학생 학점> 이렇게 35학점을 인정한다는 것이 맞나요?2. 국외교류 보고서를 몇개 찾아봤는데, 영어대학은 학점인정이 2학점밖에 안된다고 쓰여있는데.. 이건 무슨 의미인가요?(밑으로 보고서 내용 그대로 첨부합니다: 아직 본교에서 정식으로 학점인정을 받지는 않았지만 규정상 영어학과는 2학점밖에 인정이 안됩니다. 한국과 학기 수업 횟수가 1회 차이가 나기때문에 2.8학점인데 영어학과는 내림하여 2학점 인정 가능합니다. )2학점밖에 인정이 안된다고 하면, 그 학기 학점평점이 2점이라는 것인가요?답 주시면 진심으로 감사드리겠습니다. 수고가 많으십니다!",8,조교 국내외 학점교류 신입생 학교 홈페이지 통해 것 것 해결 부분 이 게시판 문의 국내외 학점교류 인정 학점 최대 학점 이 국내 대학 학점교류 교환학생 학점 학점 인정 것 국외 교류 보고서 몇개 영어 대학 학점 인정이 학점 이건 무슨 의미 밑 보고서 내용 그대로 첨부 본교 정식 학점 인정 규정 어학 학점 인정이 한국 학기 수업 횟수 차이 나기 때문 학점 어학 학점 인정 학점 인정이 그 학기 학점 평점 점 것 답 주시 진심 감사 수고
84,조교님안녕하세요 올해 4학년인 학생입니다.제가 세계문화와통번역(세문통) 을 저번학기 페일했는데요이번에 재수강할때 재수강신청을눌러야하나 아님 패스페일이여서 초수강으로들어도되나 궁금합니다.재수강학점을 현재 다써버려서 재수강으로포함된다면 수강을들을수 없을거같아 질문드립니다,6,조교 올해 학년 학생 제 세계 문화 통 번역 통 저번 학기 페일 이번 재수 때 재수강 신청 패스 페일 초 수강 재수강 학점 현재 재수강 포함 수강 질문
85,"조교님 안녕하세요!!증원 신청을 준비하고 있는데,성적증명서를 이메일에 첨부하여 제출하라고 해서 종정시랑 연결된 전자증명서 홈페이지에서 성적증명서(일반) 파일을 다운 받았습니다. (3500\)근데 발급인(저)의 주민등록번호 앞자리(생년월일)을 입력해야만 전자증명서 뷰어로 열람이 가능한데그러면 증원신청 이메일로 제 생일을 알려드리면 되는 거겠죠...?? 공지엔 그런 사항은 적혀있지 않아서..혹시 제가 엉뚱한 파일을 첨부해 보내려고 하는 건가 싶어서 확인차 여쭤봅니다... ?? 항상 감사합니다 건강 유의하세욧",0,조교 증원 신청 준비 성적 증명서 이메일 첨부 제출 종 정시 연결 전자 증명서 홈페이지 성적 증명서 일반 파일 다운 발급 저 의 주민등록 번호 앞 생년 월일 입력 전자 증명서 뷰 열람 증원 신청 이메일 제 생일 거 공지 사항 혹시 제 파일 첨부 건가 확인 차 항상 건강 유의 욧
