내용,댓글,댓글쓴이,대댓글여부,id
"조교님 안녕하세요! 통대 재학생입니다.한 학기 휴학을 했다가 복학할 경우 2학기 수강신청 최대학점 24학점까지 가능한가요, 아니면 21학점까지만 되나요? 늘 감사합니다.",['학점이월을 말씀하시는거라면 같은년도 1학기 > 2학기 이월만 가능합니다 중간에 휴학을 했다면 이월되지 않습니다'],['에타조교'],['parent'],124712925
"조교님 안녕하세요!재수강 관련하여 질문 드립니다1. 제가 작년 19-1학기 수강 과목 중 2과목을 현재 재수강 중입니다. 그럼 이번학기에 재수강 후에 얻게 되는 성적과 해당과목의 성적 인정은 이번 20-1학기로 들어가는건가요?2. 학기당 최소 이수 학점이 12학점이라 알고 있는데, 재수강으로 인해 그 해당학기 과목들의 학점이 사라진다면 12학점 미만이 되는데 그럼 문제가 생기는건 아닌가요?저 같은 경우는 19-1학기에 19학점을 취득했고 이번학기에 6학점 을 재수강 중입니다. 이런 상태에서 이번 여름 계절때 19-1학기에 수강했던 다른 2학점의 과목을 재수강하는 것이 가능할까요?",['1. 그렇습니다 2. 문제 없습니다 3. 가능합니다'],['에타조교'],['parent'],124711779
안녕하세요?글캠에서 광고 PR 브랜딩을 부전공하고 있는 학생입니다.계절학기 신청하는 과정에서 서울캠퍼스에서 열리는 광고PR브랜딩 전공 수업중에 PR의 이해를 신청했습니다.부전공 관련된 명시가 없었기 때문에 일단 신청은 했는데 제가 이수할 경우 부전공 학점으로 인정이 될까요?아니면 아예 수업을 들을 수 없는지 혹은 들어도 자유선택학점으로 들어가는지 궁금합니다.답변 기다리겠습니다. 감사합니다.,"['계절학기 중 캠간 전공수업 이수는 학과마다 인정범위가 다를 수 있습니다 이건 해당학과 사무실에 문의하셔서 인정이 가능한지 확인해야합니다', '감사합니다~']","['에타조교', '익명(글쓴이)']","['parent', 'child']",124711718
조교님 안녕하세요!전공교류 (인정) 교과목 현황에서 타과 전공을 들어도 전공으로 인정된다고 나온 경우 이중전공생도 해당되나요?ex)정외과/모든 교과목/인정학과 : 사회과학전공감사합니다.,['네 1전공이든 이중전공이든 학생이 현재 해당전공을 이수하고 있다면 인정됩니다'],['에타조교'],['parent'],124710419
"에타조교님 안녕하세요교양선택 간에 재수강 신청은 자유롭다라는 거는 제가 과거에 역사와 철학 카테고리의 강의를 수강했고, 재수강 신청은 언어와 문화 카테고리를 할 수 있다는 건가요?",['네 교양선택과목은 카테고리 상관없이 재수강 연결이 가능합니다 단 그렇게 재수강을 하면 이수한 카테고리도 바뀌게 되니 졸업에 필요한 카테고리별 이수학점을 잘 고려해서 결정하시길 바랍니다'],['에타조교'],['parent'],124709887
조교님 안녕하세요.제가 타 학과 전공수업을 한 과목 들었습니다.이 수업이 제 전공학과와 학점인정이 가능한 수업이어서요.그런데 제가 부전공으로 그 학과를 택해서 현재는 부전공 학점에 수강신청과목이 입력된 상황입니다.이것을 제 1전공 학점으로 바꿀 수 있는지 궁금합니다.1전공 졸업학점 채울려면 빠듯해서 여쭤봅니다.감사합니다!,"['학생의 1전공과 교류가 되는 수업이라면 1전공학점으로 돌릴 수 있습니다 학종지의 소속 단과대 담당자에게 이수구분변경신청을 하시길 바랍니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",124707790
"안녕하세요, 조교님! 언제나 수고 많으십니다.현재 4-1 다니고 있는 학생인데, 아직 토익 성적이 없고, 9월 중 졸업 예정이라는 증명 서류가 필요합니다. 9월에 졸업 예정자라는 서류를 발급받기 위해서는 9월까지 학점 외 졸업 요건인 토익, 단과대 내 요구하는 것들이 전부 갖춰져야만 하나요? 아니면 토익 점수나 졸업 요건이 없어도 4-2 학기이면 증명서 발급이 가능한가요?","['졸업학점충족, 졸험시험 통과여부와 상관없이 8학기 재학생들은 모두 졸업사정대상자로 분류됩니다 즉 이때부터 졸업예정증명서를 발급받을 수 있는데 학생의 경우엔 8학기 재학생이 되는 9월부터 발급이 가능합니다']",['에타조교'],['parent'],124697903
"조교님 안녕하세요. 제가 재수강하고자 하는 전공수업이 폐강이 되어, 다른 전공수업을 들을까하는데요. 수강신청 한 후에 재수강연결기간에 그냥 연결하면 되나요?수강편람확인한 후에 다시 한 번 확인차 여쭤봅니다 감사합니다","['편람의 안내는 저렇게 되어있지만 일반적으로 전공수업을 폐지하면 학과에선 대체과목을 지정하는 식으로 현행과목을 유지하는 편입니다 따라서 일단 과사무실에 문의하셔서 해당과목을 어떤과목으로 대체할 수 있는지 확인바랍니다 만일 완전히 폐지된 과목이라면 편람대로 재수강 연결을 하면됩니다', '감사합니다 !']","['에타조교', '익명(글쓴이)']","['parent', 'child']",124697088
"조교님 안녕하세요 이번 여름계절을 마지막으로졸업을 앞둔 13학번 학생입니다.제가 1전공은 독일어, 이중전공은 현재 없어진 영어학인데요,영어대 교류 관련해서 질문이 있습니다.영어대 교류 수업은 총 11학점까지 인정이 된다고 되어있는데,제가 지금까지 EICC 수업을 10학점을 들었습니다.종합정보시스템에 EICC의 4개 수업 8학점은 정상적으로 EICC 학과라고 나오는데,16년도 2학기에 들었던 (A01712) Culture & Media Translation (2) (Culture & Media Translation (2))같은 경우 영어대 교류가 아닌 영어전공으로 표기가 되어있습니다.혹시나 해서 강의시간표에 들어가서 검색해봤더니 당시 수강신청 했을때도 EICC학과에 개설된게 아닌영어전공 (English Major)에 개설이 되어있더라고요. 오른쪽 비고란에는 EICC(영어통번역)학과 과목, 영어대교류이라고 쓰여있습니다.이 경우에는 총 8학점이 영어대교류학점으로 인정이 된거라고 보면 되는건가요?추가 2학점을 이번 여름 계절에 열리는 EICC (A01700101) Prose & Paragraphs를 들을 예정입니다.이 경우에 학점을 인정받을수 있을까요?","['졸업학점의 경우 학과가 아닌 이수영역이 중요합니다 졸업에 필요한 각 영역별 이수학점을 채워야하니 해당 학점이 전공인지 이중인지 자선인지가 중요하고 학과는 별 의미가 없다는 뜻이죠 일단 학생이 언급하신 수업의 영역이 이중전공(영어대 교류학점)으로 분류되었는지 확인해보시고 졸업에 필요한 학점이 충족되었는지도 체크바랍니다 (만약 이중이 2학점 모자른데 해당수업이 자선 2학점으로 되어있다면 학종지에 이수구분정정신청을 해서 이중으로 돌릴 수 있는지 문의해보는 식입니다)', '현재 수강신청을 한 상태입니다 왼쪽 구분에 이중전공으로 표기가 되어있으면 이중으로 인정이 된다고 보면 되는건가요?? 답변 감사드립니다', '네 구분에 이중으로 표기되어 있으면 해당수업의 학점은 이중이 됩니다', '감사합니다ㅜㅠ']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'child', 'child', 'child']",124663775
조교님 안녕하세요이번학기 끝나면 졸업학점을 모두 다 듣게 되는데 2학기에 6학점만 재수강하러 학교 다닐수있나요? 학점복구때문에요!학교에 영어성적을 제출안해서 졸업유예상태가 되게 해야하나요?,"['졸업시험, 인증과는 상관없이 8학기까지 졸업학점을 다 채우게되면 수료생(졸업대기)가 됩니다 이때부턴 추가학기 이수가 불가능해지니 재수강도 할 수 없습니다 그래서 일반적으론 졸업학점을 1~2학점 정도 남겨둬서 추가학기 이수를 하는 편입니다', '전공인정교양 과목을 전공인정학점으로 변경하지않으면 전공학점으로 인정되지않은상태잖아요 그럼 교양학점만 초과되고 아직 전공학점은 다 못채운상태가 되니까 추가학기 다닐수있나요?', '네 그건 가능합니다']","['에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child']",124641346
"조교님, 안녕하세요!현재 3-2 재학 중인 경영 부전공 학생입니다.후기 이중 생각 중인데 이럴 경우 졸업논문 제출은 어떨게 되나요? 졸업논문을 쓰는 강의가 있나요?",['후기이중전공 신청은 졸업논문과는 상관 없습니다 신청 후 8학기까지 부전공을 비롯한 모든 졸업학점을 이수하면 자동으로 후기이중이 승인됩니다 졸업논문은 후기이중이 시작되는 9학기부터 해도 됩니다'],['에타조교'],['parent'],124634139
경영 후기이중 신청을 놓쳤습니다. 현재 7학기 재학중이고 8학기까지 이수한 후 휴학한 상태에서 내년에 후기이중 신청 가능한가요?,"['후기이중은 8학기까지 부전공을 비롯한 졸업학점을 모두 충족해야 최종승인이 됩니다 따라서 학생같은 경우엔 8학기까지 해당조건을 이수해야하는데 이번 2학기에 졸업학점을 다 듣게되면 자동으로 수료생(졸업대기) 처리되면서 내년에 후기이중 신청을 할 수가 없죠 지금으로선 다음 2학기를 휴학하고 내년 1학기때 8학기 재학생 신분으로서 신청하는 방법만 있습니다', '감사합니다. 그렇다면 제가 지금 2학기에만 열리는 1전공 전필을 아직 안들었는데 9학기째에 그 전필을 들어도 신청이 가능한가요? ( 1전공학점은 54를 넘음)']","['에타조교', '익명(글쓴이)']","['parent', 'child']",124593113
조교님 안녕하세요전공인정교양이라는 제도가 혹시 지금은 없어진건가요?수강편람에도 제가 못찾는건지 나오지 않아서 질문드립니다감사합니다!,['수강편람 > 마지막페이지 > 수업유의교과목 현황 > 전공 또는 교양 교류과목들을 확인바랍니다'],['에타조교'],['parent'],124391143
"조교님 안녕하세요!제가 작년 2학기를 휴학하고 겨울계절을 들은다음 이번학기 복학을 했는데요, 겨울 계절은 이번학기 학점에 포함이 됐습니다.그런데 제가 다음 2학기도 휴학을 할 것 같은데 여름 계절을 들으면, 여름 계절 학점은 이번 1학기 학점에 포함이 되나요, 아니면 아예 인정이 안되나요!?",['이번 1학기로 산입됩니다'],['에타조교'],['parent'],124377018
"조교님 안녕하세요! 졸업요건 관련해서 만약에 졸업시험을 통과했는데, 유예해서 학과나 학교에서 졸업시험 미통과로 다시 처리가 가능한가요??",['졸업시험은 일단 통과가 되면 그 결과가 그대로 처리가 됩니다 즉 졸업학점 이수나 기타 인증을 하지 않으면서 졸업을 미루는 것과는 상관없습니다'],['에타조교'],['parent'],124359855
안녕하세요 조교님!!다름이 아니라 방학 중 실시하는 현장실습과 계절학기 6학점 동시에 수강하는것은 불가한것으로 알고있습니다그런데 혹시 현장실습과 계절학기 6학점 모두 신청해둔 뒤 현장실습이 붙으면 추후에 계절학기 드랍이 가능한가요?혹은 그 반대(현장실습 탈락 시 계절학기 수강)의 경우도 가능한지 여쭤보고 싶습니다감사합니다!!,['현장실습과 계절학기는 서로 별개로 신청을 받습니다 즉 현장실습의 합불 여부에 따라 계절을 추가로 수강 또는 드랍할 기회가 주어지는건 아닙니다(반대의 경우도 마찬가지) 따라서 현장실습 및 계절학기 관련 기한들을 잘 확인하시고 결과에 따라 결정하시길 바랍니다'],['에타조교'],['parent'],124185104
"안녕하세요 조교님!저는 현재 4-2를 마쳤으나 이중전공 전필과목 3학점을 남겨두고 휴학을 한 상태입니다. 다시 말하자면 추가학기를 다녀야하는 상태인 거죠!제가 궁금한 것은 이번 겨울 계절학기에 3학점 전필과목을 듣고나서 내년 1학기를 등록하는 것이 가능한 지입니다.(계절학기를 들으려면 전이나 후 학기에 등록해야 한다는 것을 아는데, 이번 2학기에 제가 준비하고 있는 시험이 있어서 이번 겨울 계절+내년 1학기 수강만 가능합니다ㅠㅠ)","['네 그렇게 들으셔도 됩니다 어차피 휴학 중 계절은 그 다음학기에 복학을 해야 인정되니 겨울계절 + 1학기를 다니셔야 됩니다', '감사합니다. 조교님! 그렇다면 겨울계절학기로 졸업학점을 다 채운 상태여도 5-1 추가학기 등록이 가능하다는 말씀인 거죠?', '혹시 이번 2학기에 복학해서 전필과목이 아닌 과목을 듣고 계절학기에 전필과목을 수강할 수도 있을까요? (해당 전필과목이 2학기 수업이고 매년 겨울계절학기에 수업이 열려왔습니다.)', '현재 전필3학점을 제외하고는 졸업학점을 초과해서 수강한 상태라는 점도 참고해주세요!', '1. 네 그렇습니다 2. 그렇게 들으셔도 됩니다 이 경우엔 2020-2학기 + 겨울계절을 끝으로 졸업생이 됩니다 3. 졸업학점이 초과된건 상관없습니다 전필을 듣지 않는 이상 계속 재학생 신분이거든요', '너무너무 감사합니다 조교님ㅠㅠㅠㅠㅠ 질문 많아서 바쁘실텐데 친절히 알려주셔서 감사해요❤']","['에타조교', '익명(글쓴이)', '익명(글쓴이)', '익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'child', 'child', 'child', 'child', 'child']",124157540
필승! 현재 군복무로 인하여 휴학중인 학생입니다. 전역일이 21년  7월 31일인데.. 내년 2학기 등록기간이 언제부터인지 알고 싶습니다!,"['일반적으로 2학기 등록은 매년 8월에 이루어집니다 즉 내년 8월이 복학신청 및 등록기간인데 내년 학사일정은 아직 다 나오지 않았습니다 아마 올해 하반기 쯤엔 모두 뜰텐데 그때 학교홈피 > 학사일정에서 확인하시면 됩니다 군생활 잘 하시고 무사히 전역하시길 바랍니다', '감사합니다! 항상 좋은 일만 있으시길 바랍니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",124110413
조교님 안녕하세요!현재 4-1 다니는 학생입니다.1-2 때 교양과목을 c+맞았었고이번학기에 사회봉사 과목으로 재수강연결을 해놓은 상황입니다.그러나 코로나 사태로 인해 패스기준에 맞는 봉사기관들을 찾기 어려운 상황이며 페일을 맞게 될 것 같습니다.사회봉사 페일이 될 시에기존에 수강한 과목 c+가 남아있는건지아니면 아예 새로운 교양과목을 들어서 2학점을 추가로 들어야 하는지에 대해 여쭤보려고 합니다.답변부탁드립니다. 감사합니다.,['재수강을 신청했다면 패스페일에 상관없이 기존의 수업 성적 및 학점은 학기 3/4직후에 삭제됩니다'],['에타조교'],['parent'],124079914
안녕하세요 조교님 고생이 많으십니다.현재 3학년 1학기에 재학중이고 마무리 하면 95학점을 이수하게 됩니다. 이후 나머지 3학기동안 39학점이 남습니다.만약 3학년 2학기 20학점 이수하고 4학년 1학기에 19학점 이수하면 134학점을 다 이수하게 됩니다.이러한 상황이면 조기졸업 되는 건지 그렇지 않다면 8학기(막학기)때 어떻게 되는 것인지 궁금합니다.감사 드립니다.,"['조기졸업은 사전에 조기졸업을 신청한 학생에 한해서만 허용됩니다 즉 7학기까지 졸업학점을 다 채웠어도 조기졸업을 신청한 적이 없다면 남은 8학기까지 모두 등록을 해야 졸업이 됩니다', '감사합니다 !']","['에타조교', '익명(글쓴이)']","['parent', 'child']",124066044
"안녕하세요 조교님 항상 수고가 많으십니다!! 제가 2020년 1학기(현재)에 8학기 재학중이고,이중전공 학점 1학점을 덜 들은 상태입니다. 이번에 2020 하계 현장실습 인턴을 지원하려고 하는데요. 만약, 현장실습으로 인한 2학점을 이중전공 학점으로 인정받는다면 2020-2학기를 유예하고 겨울에 졸업하는게 가능한건가요?현장실습을 마지막으로 학점을 인정받고 바로 졸업을 하지 못한다는 글을 봐서 여쭤봅니다!!! 감사합니당😍","['마지막 정규학기를 현장실습으로 이수할 수는 없습니다 단 학생이 언급한 하계 현장실습은 계절학기와 비슷하며 이번 8학기로 산입됩니다 즉 하계 현장실습을 끝으로 졸업학점을 다 채우게되면 학생은 이번 8학기를 끝으로 졸업생이 됩니다', '조교님! 그러면 여름졸업도 가능하단 말씀이신가요??', '네 실습이든 계절이든 방학 중에 모자란 졸업학점을 채우면 이번 8학기를 끝으로 졸업됩니다 해당학점이 8학기로 들어가니까요', '앗그런데 제가 알기로 막학기(마지막 남은 학점)는 계절학기로 채울수 없다고 알고 있는데 , 아닌가요???', '막학기 + 바로 그 다음 계절은 됩니다']","['에타조교', '익명(글쓴이)', '에타조교', '익명(글쓴이)', '에타조교']","['parent', 'child', 'child', 'child', 'child']",124057206
조교님 안녕하세요 항상 수고 많으십니다!!7+1 학점 인정 관련해서 여쭤보려구요!이번 1학기에 해외 칠쁠일을 했는데 상황이 좋지 않아 학점인정기간에 신청을 못할 것 같아요. 9월에 있을 학점 인정기간에 신청을 해야하는데 이런 경우 2학기 국가장학금을 받을 수 있나요?,['1. 이번학기에 칠플일을 하셨다면 다음학기에 학점인정을 신청하시면 됩니다 9월 또는 12월에 신청바랍니다 2. 국장의 경우 칠플일 이전학기 성적을 봅니다(자세한 사항은 한국장학재단에 문의바람)'],['에타조교'],['parent'],123977834
"조교님 안녕하세요! 현재 서울캠 재학중인 학생인데요. 계절학기로 글캠 교양(핵심인문기초, 역사와 철학 등)을 수강해도 가능한지 문의드립니다.감사합니다!","['네 교양은 계절학기에 한해서 캠간 수강이 가능합니다 (단 설캠생의 교양외국어 이수는 글캠의 대학외국어로 대체할 수 없음)', '감사합니다!!', '조교님 이거 수강편람에 나와있는건가요? ㅠㅠ', '학사공지에 있는 계절학기 수강신청공지를 확인바랍니다']","['에타조교', '익명(글쓴이)', '익명2', '에타조교']","['parent', 'child', 'child', 'child']",123939609
조교님 안녕하세요 항상 수고하십니다!하계방학 현장실습 신청했는데 만약에 탈락할 경우2020-2학기 현장실습 신청이 불가능해지나요?,['하계 현장실습과 동계 현장실습은 서로 별개입니다 떨어지면 나중에 또 신청하면 됩니다'],['에타조교'],['parent'],123889437
"안녕하세요 조교님!:)다름이 아니라, 현장 실습 관련하여 궁금한 점이 있습니다!ㅎㅎ만약, 현장실습에 합격하여 2학점을 인정받는다면, 계절학기도 4학점까지 수강할 수 있는 것인지요?이번에는 온라인 강의가 이루어진다하여 가능할 수도 있겠다싶어 여쭤봅니다:)더운 날에도 늘 고생 많으십니다ㅠㅠ 코로나 조심하세요!!","['네 가능합니다 단 현장실습기간과 계절학기 기간이 서로 겹치면 안 됩니다', '정말 감사합니다❤️']","['에타조교', '익명(글쓴이)']","['parent', 'child']",123810832
조교님 안녕하세요? 항상 고생이 많으십니다.다름이 아니라 질문이 몇가지 있어 글 남겨요.1. 학사경고 3회 받을 시 제적이 맞나요?2. 제적 받을 시 재입학을 최소 두개학기 이상 지난 후에 가능 하다는데 그 말은 최소 1년 후에 재입학 할 수 있단 말인가요?,"['1. 4회 누적 시 제적입니다 2. 그건 제적 사유에 따라서 다릅니다 휴학기간초과, 자퇴, 미등록 제적 등은 1개 학기 직후에 재입학이 가능하지만 학업성적불량, 징계 등으로 인한 제적은 2개 학기 이후에 재입학 신청이 가능합니다 또한 제적이 된 사유에 따라서 재입학을 심사하는 학과장님, 학교 측에서 승인을 안할 수도 있습니다 (이건 특수한 경우고 보통은 심각한 결격사유가 없는 한 거의 다 해줍니다)']",['에타조교'],['parent'],123742300
안녕하세요 조교님!!!이번 계절학기가 싸강으로 되면서 생긴 궁금증인데요 혹시 계절학기와 방학때 하는 현장실습(학점인정받는)을 동시에 해서 2020-2때의 학점으로 인정받을수있나요?현재(2020-1)휴학중이고 다음학기 복학예정입니다,"['답변주시면 감사하겠습니다:)', '최대 6학점 범위 내에서 계절+현장실습으로 학점을 인정받을 순 있습니다 단 계절학기와 현장실습 기간이 서로 겹치면 안 됩니다', '아아 네 감사합니다♡']","['익명(글쓴이)', '에타조교', '익명(글쓴이)']","['parent', 'parent', 'child']",123711682
"조교님 안녕하신지요?항상 고생이 많으십니다.제가 지금 등록휴학상태이고, 저번 학기 학과장 장학을 받아 총 2,400,000원 정도를 등록금으로 납부한 상태입니다.그런데 제가 7+1에 선발이 되어 다음학기 유학을 간다면 등록금의 반액을 감면받을거 같은데이런 경우에는 어떻게 처리가 되는지 혹시 아시는지요?감사합니다",['본래 장학금은 등록금 고지서에서 선감면되는 게 원칙입니다 단 등록휴학을 한 상태에서 7+1 등으로 장학금을 받게 된다면 해당 장학금은 학기 중에 계좌로 후지급됩니다'],['에타조교'],['parent'],123679162
조교님등록금 신용카드 결제 가능한가요?,['안타깝게도 우리학교는 신용카드 납부를 받지 않습니다'],['에타조교'],['parent'],123654344
"안녕하세요 조교님막학기 계절학기에 관해 문의드립니다.현재 7학기까지 마치고 2020-1학기 휴학중인 상태입니다. 여름계절학기 6학점과 2020-2학기 재학으로으로 졸업학점을 다 채운 뒤에, 겨울계절학기에 재수강으로만 6학점을 수강하는 것이 가능할까요?감사합니다.","['네 학생의 경우엔 겨울계절학기까지는 8학기로 산입되기 때문에 그렇게 들으셔도 됩니다 (그 이후부턴 졸업학점을 모두 충족한 수료생이 되면서 재수강 목적으로 9학기 이상 수강할 수 없음)', '감사합니다~']","['에타조교', '익명(글쓴이)']","['parent', 'child']",123527532
"안녕하세요 조교님!계절학기에 관해 질문드립니다.글로벌캠퍼스 학생들도 서울캠퍼스 수업을 들을 수 있는 것으로 아는데, 이번 계절학기는 싸강으로 진행된다는데 그래도 글로벌캠퍼스 학생이 서울캠퍼스 수업을 들을 수 있는 것은 유효하나요??",['네 상관없습니다'],['에타조교'],['parent'],123517254
안녕하세요 조교님서양어대 기초공통교양도 교양필수인 걸로 아는데맞는지 확인하고 싶어요!감사합니다,"['교양필수과목은 학번마다 조금씩 달라서 정확하게 답변을 드리기 어려울 것 같습니다 편람 25쪽부터 학번별 교양필수과목(공통교양)이 안내되어 있으니 확인바랍니다', '감사합니다!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",123405423
안녕하세요 조교님~종정시 교양 구분 관련 질문 있습니다.신입생 세미나룰 이수했는데신입생세미나(ㅇㅇㅇㅇ과) 과목이학습포트폴리오로 분류되어 있어서요14학번입니다.졸업에는 영향 없겠죠?감사합니다.,['네 졸업에는 지장없습니다'],['에타조교'],['parent'],123404601
안녕하세요 조교님동계 현장실습을 했었는데 이번 하계 현장실습도 신청할수있나요? 진로취업센터 마이페이지-현장실습 신청- 모집공고 신청이 안떠서요..!,"['현장실습은 방학때마다 가능합니다 인턴을 선발하는 기업, 기관에서 해당기간에 선발을 하느냐 마느냐의 문제입니다 홈피 신청에 관련된 사안은 진로취업센터에 문의바랍니다 서울)02 2173 2142 글로벌) 031 330 4040']",['에타조교'],['parent'],123330775
안녕하세요 조교님! 20년도에 편입한 학생입니다!다름이아니고 이번 이중전공신청기간에 지원을 했다가 떨어지면 다음학기에 다시지원할수있는지 궁금합니다! 지원횟수에 제한이 있는건가요?또한 각학과에서 요규하는 공인어학성적 같은경우는 지원기간에 제출해야하는건가요 아님 추후에 제출기간이 더시 주어지나요? 답변해주시면 정말 감사하겠습니다.,"['지원할수 았고 제출기간은 각 학과 홈페이지에 공지되어있어요', '대신 답해주셔서 감사합니다^^', 'ㅋㅋㅋㅋㅋㅋㅋㅋ']","['익명1', '에타조교', '익명1']","['parent', 'child', 'child']",123287772
안녕하세요 조교님..!저는 국제통상학과 재학생이고자선으로 선형대수학 / 미적분학 을 수강하고자여름 계절학기 국내대학 학점교류를 신청하려고 합니다. 학점교류신청원에 “한국외국어대학교 인정 교과목”이라고 되어있는 빈칸에이수영역/학과를 뭐라고 쓰면 되나요..?(외대 서울캠에 같은 명칭의 수업이 없어서요..)“반드시 해당학과장의 승인을 받아야 접수되며 수학계획서는 1전공 학과장의 확인을 받아야함”이라고 적혀 있는데이 경우에는 둘 다 국통 학과장님께 승인받으면 되나요?아니면 수학과 학과장님께 받아야 하나요..?질문이 너무 많네요...ㅠ바쁘실텐데 답변 감사합니다!,"['타대학 교류로 이수한 학점은 전공, 이중, 교양, 자선 등으로 인정받을 수 있습니다 자선의 경우엔 전공과 마찬가지로 1전공학과의 학과장님 승인을 받아야 합니다 즉 국통학과장님의 승인을 받아야 하는데 이수영역은 자선, 학과는 국제통상학과로 쓰시면 됩니다', '수업명은 서울캠의 같은 명칭 수업을 쓰는 게 아니라 타대학에서 들을 예정인 수업명을 쓰시면 됩니다 신청원 서류를 보시면 (타)대학교 신청 교과목 / 한국외대 인정교과목으로 기재란이 나뉘어져 있을텐데 수업명 기재란은 (타)대학교란 밑에 있을 겁니다']","['에타조교', '에타조교']","['parent', 'parent']",123000298
이번학기까지 교환학생학기였고 방학때 계절을 듣고 다음학기에 휴학할 수 있나요?,['네 가능합니다 계절학기 때 들은 학점은 교환학생학기로 산입됩니다'],['에타조교'],['parent'],122873831
안녕하세요 조교님8학기 수강생입니다졸업이수학점까지 19학점이 남아있는 상태인데여름계절 6점2학기 7점겨울계절 6점이렇게 수강신청이 가능한가요..?,"['네 가능합니다 현재 8학기에 재학중이신 걸로 보이는데 위와 같이 이수한다면 여름계절은 8학기, 겨울계절은 9학기로 산입됩니다', '답변감사합니다!!']","['에타조교', '익명(글쓴이)']","['parent', 'child']",122869958
안녕하세요 조교님! 제가 저번에 이중을 신청하고 이번에 이중변경을 했는데요 다음번에 이중을 부전공으로 내리거나 전공심화로 돌리는게 가능한지 궁금합니다. 또 전공심화로 돌리려면 그냥 이중 취소를 하면 되는건지도 궁금해요!,['1. 이중전공 변경 여부와 상관없이 부전 및 전공심화 신청은 가능합니다 2. 이중전공 취소(단일전공 신청)을 한다면 자동으로 전공심화가 됩니다'],['에타조교'],['parent'],122854873
안녕하세요 조교님이번 계절때 6학점을 꽉 채워들으려고합니다그런데 이 상황에서 IEP를 듣는다면총 8학점 인정받는 것이 가능한가요?아니면 방학중엔 6까지밖에 인정이 안되나요?,"['방학 중 인정받을 수 있는 학점은 계절, 인턴, 기타 프로그램을 모두 포함해 최대 6학점입니다 즉 계절로 이미 6학점을 이수할 예정이라면 다른 프로그램으로는 학점 인정을 받을 수 없습니다', '항상 수고가많으십니다 답변감사합니다']","['에타조교', '익명(글쓴이)']","['parent', 'child']",122853612
안녕하세요 조교님! 외국어 인증 관련해서 질문 드립니다! 외국에서 본 토익 성적표도 제출 가능한가요?,['예전엔 해외에서 본 외국어 점수로도 인증이 가능했는데 지금도 그러는지는 잘 모르겠네요 따로 제한을 두거나 그런 적은 없었던 걸로 기억하는데 학종지 졸업담당자에게 문의해보시길 바랍니다 글로벌) 031 330 4027 (서울캠은 학생의 소속 단과대 담당자에게 문의바람)'],['에타조교'],['parent'],122815699
안녕하세요!여름계절학기 타대학 학점교류 질문 있습니다.‘신청자격: 3학기생 ~ 7학기생’이라고 돼 있는데 7학기 수료한 이후 올해 봄학기는 휴학상태고 가을학기에 복학할 예정이면 신청자격에 해당되지 않죠?,['정규학기의 경우 8학기 복학예정자는 들을 수 없는데 계절학기는 되지 않을까 싶네요 어차피 본교에서 8학기를 다니고 거기에 성적이 산입되니까요 학종지 계절학기 담당자에게 문의바랍니다 서울) 02 2173 2121 글로벌) 031 330 4086'],['에타조교'],['parent'],122714267
안녕하세요 조교님휴학하고 이번에 복학하는 복학생인데 이번에 계절학기를 신청하려고 합니다. 이번에 신청하면 2학기 성적에 포함된다고 하는데 재수강 연결을 하고 싶은데 2학기 수업에 연결되는 건가요? 1학기 재수강 과목에 연결할 수 있는건가요?,"['휴학 전 들었던 수업들에 대해서 연결가능하죠', '윗분 말씀대로 기존에 들었던 수업을 여름계절로 재수강 연결을 할 순 있습니다 그리고 재수강 여부와 상관없이 해당 계절학기에 들은 수업들은 모두 복학학기에 산입됩니다 구체적인 연결기간은 학교홈피 학사공지에 나와있는 여름계절학기 공지들을 확인바랍니다']","['익명1', '에타조교']","['parent', 'parent']",122713240
"안녕하세요 조교님,학석사연계과정 6,7학기 중 한 학기를 코트라 무역관 체험학습을 할 수는 없을까요? 코트라 다녀온 후에 교환학생을 한 것도 평점을 유지했다 볼 수 있을지 궁금합니다",['아시겠지만 학석사연계과정을 이수하는 학생은 6~7학기에 평점평균이 3.5를 넘어야 합니다 그런데 이 때 인턴이나 해외연수로 해당학기의 학점이 모두 패스처리되면 평점 조건이 충족되지 않죠 예전엔 해당학기 전후로 따로 계절을 들어서 평점 조건을 충족했다는 얘기를 들었는데 지금도 그게 통용되는지는 모르겠네요 학종지 학적담당자에게 문의바랍니다 서울) 02 2173 2112 글로벌) 031 330 4027'],['에타조교'],['parent'],122708830
사이버외대에서 들은 교양강의의 평점이 만약 C+ 이하일 경우에는 본교 교양강의로 재수강이 가능한가요?,"['ㅇㄷ', '국내외교류학점은 본교 수업으로 재수강할 수 없습니다 사이버외대도 형식상으론 국내외교류학점으로 분류됩니다']","['익명1', '에타조교']","['parent', 'parent']",122702339
